pos_id,neg_id,bm25_pos_score,bm25_neg_score,score_ratio,lcs_ratio,pos_text_snippet,neg_text_snippet
Page_V01P515,Page_V01P512,633.8921,170.8664,0.2696,0.0051," ويقع طلاق الوكيل ب: طلقت ولو قال لآخر أعطيت طلاق
 زوجتي فهو توكيل,
  غير موطوءة..."," واعتدي وخذي طلاقك ولا حاجة لي فيك وذهب طلاقك أو سقط
 طلاقك وطلاقك واحد لا كطلاق..."
Page_V01P498,Page_V01P169,649.619,78.2145,0.1204,0.0023," وهجر مضجعا وضربها بنشوز.
  فيهما لقوله صلى الله عليه وسلم:
 ""سبع للبكر وثلاث لل..."," 0000000000000000000000000000000000
  وأن يكثر فيه من الدعاء
 والاستغفار.
 ونصفه..."
Page_V01P520,Page_V01P521,577.6005,101.3312,0.1754,0.0052," 00000000000000000000000000000000
  بشهادة رجلين حرين عدلين فلا يحكم
 بوقوعه بشه..."," قبل انقضاء عدة ب: راجعت زوجتي,
  قبل انقضاء عدة فلا يصح رجوع
 مفارقة بغير طلاق ..."
Page_V01P327,Page_V01P317,721.6641,110.7366,0.1534,0.0032," واحتكار قوت وسوم على سوم بعد تقرر ثمن ونجش.
  وقطاع طريق ومعاملة من بيده حلال
 ..."," يصح بإيجاب كبعتك وملكتك ذا بكذا وقبول كاشتريت وقبلت
 هذا بكذا,
  [2 سورة البقرة..."
Page_V01P053,Page_V01P274,660.258,90.0474,0.1364,0.0034," فمضمضة فاستنشاق وجمعهما بثلاث غرف ومسح كل رأس
 والأذنين,
  الطعام والسواك أفضل ..."," وغسل عن نحو جنابة قبل فجر وكف شهوة,
  الحلو أفضل من الماء ضعيف كقول
 الأذرعي: ا..."
Page_V01P092,Page_V01P263,700.3108,122.5454,0.175,0.001," فيجب فيها قصد فعلها وتعيينها ولو نفلا ونية فرض فيه
 كأصلي فرض الظهر,
  فيجب فيه..."," وأكملها نويت صوم غد عن أداء فرض رمضان هذه السنة لله
 تعالى ويفطر عامد عالم
  وس..."
Page_V01P147,Page_V01P146,662.3129,119.4145,0.1803,0.0012," أو سبق لسان أو جهل تحريمه لقرب إسلام أو بعد عن
 العلماء وبمفطر,
  وخرج بيسير تن..."," لا بيسير نحو تنحنح لغلبة وكلام بسهو,
  التلفظ بنية صوم أو اعتكاف لأنها
 لا تتوق..."
Page_V01P502,Page_V01P503,707.8205,149.8649,0.2117,0.006," وشرط فور في إن أعطيتني.
  فللفور فتطلق بمضي زمن يمكن فيه
 الإعطاء فلم تعطه.
 وش..."," 000000000000000000000000000000000
  الجهل بقدره فإن زوجت صغيرة صدقت
 بيمينها أو..."
Page_V01P259,Page_V01P260,671.9663,106.2666,0.1581,0.0069," 
 | باب الصوم
 | مدخل
 ...
 باب الصوم
 يجب صوم رمضان
  باب الصوم
 وهو لغة: الإم..."," 000000000000000000000000000000000
  مطلعه: سواء أول رمضان وآخره على
 الأصح.
 وا..."
Page_V01P049,Page_V01P048,617.4198,161.47,0.2615,0.0286," 5- وغسل رجليه بكل كعب,
  قال البغوي: ينبغي أن لا يجزئ أقل
 من قدر الناصية وهي م..."," 3- وغسل يديه بكل مرفق 4- ومسح بعض رأسه,
  ويسن غسل كل ما قيل إنه ليس من
 الوجه1..."
Page_V01P603,Page_V01P602,683.5029,92.5737,0.1354,0.0371," ويرق ذراري كفار بأسر,
  الانصراف مطلقا.
 وحرم جمع مجتهدون الانصراف مطلقا إذا بل..."," ومن دون مسافة قصر منها وحرم انصراف عن صف إذا لم
 يزيدوا على مثلينا,
  رجي ولو ق..."
Page_V01P641,Page_V01P640,733.2978,184.7058,0.2519,0.004," وبشاهدين على شاهد مع يمين لا بزيادة شهود ولا مؤرخة
 على مطلقة,
  وترجح بشاهدين ..."," وترجح بتاريخ سابق
  وترجح البينة بتاريخ سابق فلو شهدت
 البينة لأحد المتنازعين ف..."
Page_V01P175,Page_V01P173,692.2645,107.4866,0.1553,0.001," وتحرم بحضوره واشتغال به عقب تحرم إمامه,
  بانتظارهم فضيلة أول الوقت أو وقت
 الا..."," أو تعطل مسجد منها,
  وكذا لو كان لا يعتقد وجوب بعض
 الأركان أو الشروط وإن أتى ب..."
Page_V01P363,Page_V01P330,690.0874,118.5594,0.1718,0.0011," وليس له شراء معيب ووقع له إن علم
  الشرط ولو للمشتري وحده ولم يرض
 بالزيادة فسخ..."," ويحصل فسخ بنحو فسخت وإجازة بنحو أجزت ولمشتر جاهل
 خيار بعيب قديم كاستحاضة وسرقة..."
Page_V01P610,Page_V01P649,698.6135,98.2905,0.1407,0.0064," وشرط قاض كونه أهلا للشهادات كافيا مجتهدا,
  ويشترط القبول لفظا وكذا فورا في
 ال..."," وعدم تهمة فترد لرقيقه ولبعضه لا عليه,
  إشارة غيرك المحصور المعين ولو عند
 بعض ..."
Page_V01P625,Page_V01P358,742.2917,117.4574,0.1582,0.0058," وله حلف على استحقاق اعتمادا على خط مورثه إن وثق
 بأمانته والقضاء على غائب جائز ..."," 000000000000000000000000000000000
  وركاب السفينة ضامنون لأنه ليس
 ضمانا حقيقة ..."
Page_V01P395,Page_V01P393,685.5436,142.0325,0.2072,0.0094," وتلزم بقبض
  وتلزم أي الهبة
 بأنواعها الثلاثة: بقبض فلا تلزم بالعقد بل بالقبض ع..."," بلا تعليق
  في عرفنا وما يدفعه إليها إذا غضبت
 أو تزوج عليها فإن ذلك تملكه المر..."
Page_V01P665,Page_V01P638,675.1687,117.1936,0.1736,0.0051," 000000000000000000000000000000000
  التورية والتأويل لان خصمه ظالم إن
 علم أو م..."," وإذا ادعيا شيئا في يد ثالث وأقاما بينة سقطتا أو
 بيدهما فهو لهما أو بيد أحدهما ..."
Page_V01P198,Page_V01P197,636.2142,157.7898,0.248,0.0194," 4- وفي وقت ظهر,
  بين أن يحضروا البلد للجمعة وبين
 أن يقيموها في قريتهم وإذا حض..."," وبمحل معدود من البلد,
  ولا تنعقد الجمعة بأقل من أربعين
 خلافا لأبي حنيفة رحمه ..."
Page_V01P085,Page_V01P582,737.9868,101.335,0.1373,0.0031," وثالثها: ستر رجل وأمة ما بين سرة وركبة,
  القبلة ولا يستدبرها ويحرمان في
 غير ا..."," سرق ربع دينار أو قيمته من حرز لا مغصوبا أو فيه
  سرق أي أخذ خفية.
 ربع دينار أي..."
Page_V01P077,Page_V01P074,604.0618,70.5869,0.1169,0.0052," وككلب وخنزير,
  نهاية الحموضة وإن قذفت بالزبد.
 ويطهر جلد نجس بالموت باندباغ نق..."," 000000000000000000000000000000000
  قال شيخنا كالسيوطي تبعا لبعض
 المتأخرين إنه..."
Page_V01P657,Page_V01P656,763.9064,127.7891,0.1673,0.0037," وعلى ملك به أو بيد وتصرف تصرف ملاك مدة طويلة.
  سمعت الناس يقولون كذا بل يقول
 ..."," وله بلا معارض شهادة على نسب وعتق ونكاح وملك بتسامع
 من جمع يؤمن كذبهم,
  حال صد..."
Page_V01P353,Page_V01P342,588.1467,79.093,0.1345,0.0038," 000000000000000000000000000000000
  وله بيع ماله نسيئة لمصلحة وعليه
 أن يرتهن ب..."," وملك مقترض بقبض ولمقرض استرداد
  إقراض مال المحجور عليه بلا ضرورة
 لكثرة أشغاله..."
Page_V01P226,Page_V01P573,703.4386,130.4186,0.1854,0.0036," كغسله وهو من مات في قتال كفار لا أسير قتل صبرا,
  ويطلق لفظ الشهيد على من قاتل
..."," ويستتاب مرتد ثم قتل بلا إمهال.
  تنبيه: ينبغي للمفتي أن يحتاط في
 التكفير ما أم..."
Page_V01P673,Page_V01P599,495.4319,56.8945,0.1148,0.0055," 000000000000000000000000000000000
  يقول المؤلف عفا الله عنه وعن
 آبائه ومشايخه..."," على مكلف ذكر حر
  العاطس المميز عقب عطاسه بأن لم
 يتخلل بينهما فوق سكتة تنفس أو..."
Page_V01P565,Page_V01P563,779.3815,121.4338,0.1558,0.0011," موجب العمد قود والدية بدل وهي مئة بعير مثلثة في عمد
 وشبهه ثلاثون حقة,
  قال شي..."," وشرط في قتيل عصمة وقاتل تكليف
  فرع: لو اندملت الجراحة واستمرت
 الحمى حتى مات ف..."
Page_V01P546,Page_V01P496,591.4956,94.8312,0.1603,0.0062," لا معه.
  ولو سافرت بإذنه لغرضهما معا
 فمقتضى المرجح في الإيمان فيما إذا قال لز..."," غير ناشزة وله دخول في ليل على أخرى لضرورة وفي نهار
 لحاجة
  ويجب على الزوجين أن..."
Page_V01P581,Page_V01P578,584.9112,53.4222,0.0913,0.0016," أربعين حرا بإقراره أو شهادة رجلين ويقطع كوع يمين
 بالغ
  ويكره أكل يسير منها من..."," سقط.
 وحد قاذف محصنا ثمانين ولا يحد أصل,
  سقط الحد لأنه ص عرض لماعز بالرجوع
 ف..."
Page_V01P593,Page_V01P594,727.252,112.9255,0.1553,0.0032," 00000000000000000000000000000000000
  تتمة [في بيان حكم ما تتلفه
 البهائم] من ك..."," ودفع ضرر معصوم وأمر بمعروف وتحمل شهادة وأدائها ورد
  يتعلق بها بحيث يصلح للقضاء..."
Page_V01P334,Page_V01P150,727.0115,103.3066,0.1421,0.0039," وجاز استبدال عن ثمن ودين.
  وشرط في غائب عن محل العقد مع إذن
 البائع في القبض م..."," يسن أذان وإقامة
  تشاوروا فيما يجمع الناس وهي كما
 في سنن أبي داود [رقم: 499, و..."
Page_V01P333,Page_V01P328,793.645,105.9629,0.1335,0.0054," 
 | فصل في حكم المبيع قبل القبض
 المبيع قبل قبضه من ضمان بائع وإتلاف مشتر قبض و..."," فصل [في خيار المجلس والشرط وخيار العيب]
 يثبت خيار مجلس في كل بيع وسقط خيار من ..."
Page_V01P155,Page_V01P190,667.941,104.2378,0.1561,0.0034," ولسامعهما أن يقول ولو غير متوضئ مثل قولهما إن لم
 يلحنا لحنا يغير المعنى إلا في..."," 000000000000000000000000000000000
  ويصح الاقتداء بمن يجوز كونه أميا
 إلا إذا ل..."
Page_V01P535,Page_V01P284,682.7163,124.1042,0.1818,0.0022," يجب لزوجة مكنت ولو رجعية
  يجب المد الآتي وما عطف عليه لزوجة
 أو أمة ومريضة مكن..."," مرة بتراخ
  يأمن معه والراحلة أو ثمنها: إن
 كان بينه وبين مكة مرحلتان أو دونهما..."
Page_V01P397,Page_V01P429,628.1823,109.7641,0.1747,0.0058," وهبة دين للمدين إبراء ولغيره صحيحة.
  ولا يصح تعليق الرجوع بشرط ولو زاد
 الموهو..."," ويعتبر منه عتق علق بالموت وكوقف وهبة,
  ويعتبر منه أي الثلث أيضا عتق علق
 بالمو..."
Page_V01P402,Page_V01P413,705.8447,141.7303,0.2008,0.0059," وجعلت هذا مسجدا
  صدقة لاتباع أو لا توهب أو لا
 تورث: فصريح في الأصح.
 ومن الصر..."," 000000000000000000000000000000000
  لم يبع ولا يعود ملكا بحال لإمكان
 الصلاة وا..."
Page_V01P172,Page_V01P192,638.9141,100.174,0.1568,0.0032," وهي بجمع كثير أفضل إلا لنحو بدعة إمامه
  العبادة أولى من الفضيلة المتعلقة
 بمكا..."," وكره بفاسق ومبتدع.
  وكره اقتداء بفاسق ومبتدع كرافضي
 وإن لم يوجد أحد سواهما ما..."
Page_V01P373,Page_V01P428,761.7247,116.9645,0.1536,0.0026," 000000000000000000000000000000000
  وشرط فيها لفظ يدل على الإذن في
 التصرف بالب..."," لا في زائد على ثلث في مرض مخوف إن رده وارث,
  في الموصي به من الموت : فيحكم
 بت..."
Page_V01P200,Page_V01P448,653.6526,117.2509,0.1794,0.001," 3- ووصية بتقوى الله  فيهما 4- وقراءة آية في إحداهما,
  الحمد للرحمن أو للرحيم.
..."," وخطبة له,
  ويجوز نظر وجه المرأة عند المعاملة
 ببيع وغيره للحاجة إلى معرفتها وت..."
Page_V01P439,Page_V01P440,1069.7591,447.0762,0.4179,0.0009," وقدر الذكر أنثيين إن اجتمعا وأصل كل فريضة فيها
 نصفان أو نصف وما بقي اثنان أو ث..."," أربعة أو سدس وما بقي أو سدس وثلث أو وثلثان أو ونصف
 ستة أو ثمن وما بقي أو ونصف ..."
Page_V01P276,Page_V01P210,662.2413,89.9368,0.1358,0.0012," واعتكاف سيما عشر آخره.
  لحديث ابن عمر1.
 وإكثار عبادة واعتكاف للاتباع سيما بتش..."," ودعاء.
  بذلك فالإكثار منها أفضل من إكثار
 ذكر لم يرد بخصوصه قاله شيخنا.
 ودعاء..."
Page_V01P425,Page_V01P424,700.4596,135.035,0.1928,0.0066," ولوارث مع إجازة ورثته
  تكن فراشا قط لم تصح الوصية قطعا
 لا لحمل سيحدث وإن حدث ..."," ولحمل,
  كترميم ما وهي من الكعبة دون بقية
 الحرم وقيل في الأولى لمساكين مكة.
 ق..."
Page_V01P434,Page_V01P437,962.8185,366.8391,0.381,0.0031," الفروض في كتاب الله: ثلثان لا ثنين من بنت وبنت ابن
 وأخت لأبوين ولأب وعصب كلا أ..."," وابن أخ لأبوين بأب وجد وابن أخ ولأب بهؤلاء وبابن أخ
 لأبوين وما فضل أو الكل لعص..."
Page_V01P204,Page_V01P088,634.9019,71.1852,0.1121,0.0167," وبكور وتزين بأحسن ثيابه,
  تنبيه قال شيخنا: يسن قضاء غسل
 الجمعة كسائر الأغسال ..."," إلى طلوع الشمس.
  لا الكاذب إلى طلوع بعض
 الشمس والعصر هي الصلاة الوسطى لصحة ال..."
Page_V01P409,Page_V01P414,613.3076,122.6394,0.2,0.0035," 000000000000000000000000000000000
  الناظر منه ليحمله على رده.
 وألحق به شرط ضا..."," 000000000000000000000000000000000
  ولا ينقض المسجد إلا إذا خيف على
 نقضه فينقض..."
Page_V01P286,Page_V01P296,758.9531,104.8465,0.1381,0.0032," بين زوال وفجر نحر 3- وطواف إفاضة 4- وسعي سبعا,
  والأفضل للذكر تحري موقفه ص وهو..."," وتلبية وطواف قدوم ومبيت بمنى ليلة عرفة ووقوف بجمع
 وأذكار.
  وتلبية وهي: لبيك ا..."
Page_V01P389,Page_V01P441,606.1287,79.5553,0.1313,0.0138," 
 | فصل [في بيان أحكام الغصب]
 وعلى الغاصب: رد وضمان متمول تلف بأقصى قيمه من حي..."," 000000000000000000000000000000000
  بالمنبرية لان عليا رضي الله عنه
 كان يخطب ع..."
Page_V01P646,Page_V01P645,804.9494,145.9547,0.1813,0.0063," ولغير ذلك ولما يظهر للرجال غالبا كنكاح وطلاق وعتق
 رجلان ولما يظهر للنساء كولاد..."," 
 | فصل في الشهادات
 الشهادة لرمضان رجل ولزنا أربعة ولمال وما قصد به مال كبيع و..."
Page_V01P125,Page_V01P138,662.0765,66.9669,0.1011,0.0036," فرع:
 سن دخول صلاة بنشاط وفراغ قلب وفيها خشوع بقلبه وبجوارحه,
  أما مأموم علم أ..."," ولشك فيما صلاة واحتمل زيادة ولسهو إمام وإن فارقه أو
 ترك لا لسهوه حال القدوة خل..."
Page_V01P211,Page_V01P494,679.8615,93.5185,0.1376,0.0053," وحرم تخط لا لمن وجد فرجة قدامه ونحو مبايعة بعد أذان
 خطبة,
  والدخان والواقعة و..."," 000000000000000000000000000000000
  جاثيا على ركبتيه وظهور قدميه أو
 ينصب رجله ..."
Page_V01P416,Page_V01P415,672.2152,139.1291,0.207,0.0054," ولو شرط واقف نظرا له أو لغيره اتبع وإلا فهو لقاض.
  المسبلة بيعها وصرف ثمنها في..."," 000000000000000000000000000000000
  ولو وقف على دهن لإسراج المسجد به
 أسرج كل ا..."
Page_V01P398,Page_V01P394,589.5798,91.9508,0.156,0.0012," 000000000000000000000000000000000
  فيه معاوضة كأن أبرأتني فأنت طالق
 لا فيما ع..."," الشرط المذكور فإذا أقت بعمر الواهب أو الأجنبي كأعمرتك هذا عمري أو عمر
 فلان.
 ل..."
Page_V01P485,Page_V01P487,618.8742,127.613,0.2062,0.004," وحل لمسلم وطء الكتابية.
  موسر قن لمالكها.
 ولو غر واحد بحرية أمة وتزوجها فأولا..."," ولو أنكح صغيرة أو رشيدة بكرا بلا إذن بدون مهر مثل
 أو عينت له قدرا فنقص عنه صح ..."
Page_V01P047,Page_V01P067,757.5699,104.9212,0.1385,0.0056," 2- وغسل وجهه وهو ما بين منابت رأسه ومنتهى لحييه وما
 بين أذنيه,
  فالأولى أن يف..."," 2- وتعميم بدن حتى الشعر وباطن جدري وما تحت قلفة
 بماء طهور ويكفي ظن عمومه.
 وسن..."
Page_V01P079,Page_V01P408,576.7763,84.2416,0.1461,0.0064," 0000000000000000000000000000000
  وإن أدى إلى تلفه وإن كان ليتيم.
 قال شيخنا: و..."," 000000000000000000000000000000000
  حينئذ والمولى يشمل معتقا وعتيقا.
 تنبيه حيث..."
Page_V01P652,Page_V01P650,605.1987,120.8349,0.1997,0.0203," ومبادر إلا في حق مؤكد لله كطلاق وعتق
  وترد من مبادر بشهادته قبل أن
 يسألها بعد..."," وبما هو محل تصرفه ومن عدو,
  ولا على أبيه بطلاق ضرة أمه طلاقا
 بائنا وأمه تحته ..."
Page_V01P034,Page_V01P032,696.0716,107.3344,0.1542,0.0048," وصحبه الفائزين برضا الله.
 وبعد فهذا مختصر في الفقه على مذهب الغمام الشافعي رحم..."," الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن
 هدانا الله والصلاة والسلام عل..."
Page_V01P318,Page_V01P647,636.1567,96.9491,0.1524,0.0013," بلا فصل وتخلل لفظ أجنبي وتعليق وتأقيت وشرط في عاقد
 تكليف وإسلام لتملك مسلم
  ف..."," وشرط في شاهد تكليف وحرية ومروءة وعدالة
  ولا يثبت ذلك برجل ويمين.
 وسئل بعض أصح..."
Page_V01P456,Page_V01P488,805.1314,126.2374,0.1568,0.0012," أو رضاع فيحرم به من يحرم بنسب,
  ولدتك أو ولدت من ولدك ذكرا كان أو
 أنثى وهي ال..."," ويتشطر بطلاق قبله وصدق نافي وطء وإذا اختلفا في قدره
 أو صفته ولا بينة تحالفا ثم..."
Page_V01P619,Page_V01P616,661.8773,87.3506,0.132,0.0022," وليسو القاضي بين الخصمين,
  حكمه حكمت بكذا لأنه لا يملك إنشاء
 الحكم حينئذ فلا ..."," ويجوز تحكيم اثنين رجلا أهلا لقضاء,
  تتمة [في بيان حكم الاستيفاء] :
 يلزم محتاج..."
Page_V01P443,Page_V01P523,705.1945,71.8564,0.1019,0.0115," | فصل في بيان أحكام اللقطة
 ...
 فصل [في بيان أحاكم اللقطة]
 لو التقط شيئا لا ي..."," 
 | فصل في العدة
 تجب عدة لفرقة زوج حي
  
 وينعقد الإيلاء بالحلف بالله تعالى وب..."
Page_V01P256,Page_V01P432,623.0519,69.8096,0.112,0.0048," ويسن صدقة تطوع
  نعم يجوز التفاوت بين آحاد الصنف
 غير ذوي القربى لا بين الأصناف..."," 000000000000000000000000000000000
  ومعنى نفعه بالصدقة أنه يصير كأنه
 تصدق قال ..."
Page_V01P057,Page_V01P058,730.311,139.646,0.1912,0.0048," واستقبال وترك تكلم وتنشيف والشهادتان عقبه,
  ولا يسن غسل باطن العين بل قال
 بعض..."," وشربه من فضل وضوئه,
  لشيخ المذهب النووي رضي الله عنه.
 وقيل: يستحب أن يقول عند..."
Page_V01P531,Page_V01P524,535.2448,85.874,0.1604,0.007," ولا رجعة بعدها.
  يحسب زمن استفراشه عنها بل تنقطع
 من حين الخلوة ولا يبطل بها م..."," وطئ وإن تيقن براءة رحم ولوطء شبهة بثلاثة قروء على
 حرة تحيض,
  وطئ في قبل أو دب..."
Page_V01P298,Page_V01P304,607.1508,60.1521,0.0991,0.0077," 
 | فصل في محرمات الإحرام
 يحرم بإحرام: وطء وقبلة واستمناء بيد ونكاح وتطيب,
  ف..."," 000000000000000000000000000000000
  لمريدها إزالة نحو شعر في عشر ذي
 الحجة وأيا..."
Page_V01P081,Page_V01P082,710.3508,147.7824,0.208,0.0022," ودمل وإن كثر بغير فعله وقليل غيره وحيض ورعاف,
  لا عن جلده.
 ودم نحو دمل كبثرة ..."," 000000000000000000000000000000000
  ولو تفرق النجس في محال ولو جمع
 كثر كان له ..."
Page_V01P068,Page_V01P069,736.3442,132.2639,0.1796,0.0073," تسمية وإزالة قذر فمضمضة واستنشاق ثم وضوء فتعهد
 معاطف ودلك,
  تسمية أوله وإزالة..."," وتثليث واستقبال ولو أحدث ثم أجنب كفى غسل واحد.
  وتثليث لغسل جميع البدن والدلك
..."
Page_V01P206,Page_V01P182,608.3072,75.4171,0.124,0.0075," وتعمم,
  ويحل مع الكراهة استعمال العاج في
 الرأس واللحية حيث لا رطوبة وإسراج بم..."," 000000000000000000000000000000000
  كانا ببناءين كصحن وصفة من دار أو
 كان أحدهم..."
Page_V01P571,Page_V01P635,753.4901,99.2925,0.1318,0.0009," كنفي صانع ونبي وجحد مجمع عليه وسجود لمخلوق
  مما وقع لائمة من العارفين كابن
 عر..."," ثلاثة ليأتي بدافع ولو ادعى رق بالغ فقال: أنا حر
 أصالة حلف أو صبي ليس في يده لم..."
Page_V01P225,Page_V01P199,681.9991,96.5974,0.1416,0.0074," لا فيها ومدفون غير نبي من أهل فرضها وقت موته وسقط
 الفرض بذكر  وتحرم صلاة على ش..."," 5- ووقوعها بعد خطبتين بأركانهما وهي: 1- حمد الله
 تعالى 2- وصلاة على النبي بلفظ..."
Page_V01P651,Page_V01P422,505.4896,79.7282,0.1577,0.006," 000000000000000000000000000000000
  خصومته فلم يجبه قبلت شهادته عليه.
 تنبيه: ق..."," 000000000000000000000000000000000
  كبدوي جلف فينبغي قبول قوله كما
 قاله شيخنا...."
Page_V01P579,Page_V01P585,738.0455,95.0315,0.1288,0.0022," ويجلد مكلفا عالما شرب خمرا 
  ولو شهد بزنا دون أربعة من الرجال
 أو نساء أو عبيد..."," تعريض برجوع
  لامتناع التلقين عليه.
 تعريض له برجوع عن الإقرار أو بالإنكار فيقو..."
Page_V01P412,Page_V01P130,695.8504,104.2523,0.1498,0.0022," ولا يباع موقوف وإن خرب,
  فائدة ومن سبق إلى محل من مسجد
 لإقراء قرآن أو حديث أو..."," وكره فيها التفات
  فمتى عدل عن رتبة إلى ما دونها مع
 القدرة عليها كانت كالعدم.
..."
Page_V01P257,Page_V01P273,581.7876,60.2306,0.1035,0.0013," كل يوم بما تيسر سرا وبرمضان ولقريب
  والتصدق بالماء أفضل: حيث كثر
 الاحتياج إلي..."," وسن تسحر وتعجيل فطر وبتمر فماء,
  يجعل ثواب عمله وصلاته لغيره
 ويصله. [راجع الص..."
Page_V01P544,Page_V01P545,547.5136,107.1205,0.1956,0.0013," وخروج من مسكن بلا إذن,
  بعد الوطء طائعة فتسقط.
 فلو منعته لذلك بعد وطئها مكرهة..."," وبسفرها بلا إذن أو لغرضها
  ومنها إذا خافت على نفسها أو مالها
 من فاسق أو سارق...."
Page_V01P134,Page_V01P137,676.7234,92.916,0.1373,0.0065," 
 | فصل في أبعاد الصلاة ومقتضى سجود السهو
 ...
 فصل [في أبعاض الصلاة ومقتضي سجو..."," ولنقل قول غير مبطل ولسهو ما يبطل عمده لا هو,
  وخرج بقولي وتلبس بفرض ما إذا لم
..."
Page_V01P522,Page_V01P526,683.8132,117.1689,0.1713,0.0049," ولو تزوج مفارقته بدون ثلاث ولو بعد زوج آخر عادت
 ببقيته.
  ولو ادعى رجعة العدة ..."," ولوفاة على رجعية وغير موطوءة بأربعة أشهر وعشرة أيام
 مع إحداد.
  عبد السلام وال..."
Page_V01P486,Page_V01P540,716.4109,92.654,0.1293,0.0021," سن ذكر صداق في عقد وما صح ثمنا صح صداقا ولها حبس
 نفسها لتقبض غير مؤجل,
  سن ول..."," لا طيب ودواء وعليه مسكن يليق بها
  لرأسها وكذا لبدنها إن اعتيد من
 شيرج أو سمن ..."
Page_V01P513,Page_V01P510,660.3003,174.2267,0.2639,0.0035," وصدق منكر نية بيمينه.
  الأولى فأجاب بأنه لا يقع عليه
 طلاق بما أخبر به ثانيا ع..."," 000000000000000000000000000000000
  طلقت فقط كان كناية لان نعم متعينة
 للجواب و..."
Page_V01P614,Page_V01P558,673.8449,98.1521,0.1457,0.0349," 000000000000000000000000000000000
  فائدة [في بيان التقليد] إذا تمسك
 العامي بم..."," 000000000000000000000000000000000
  إجلاسه معه للأكل.
 ولا يجوز أن يكلفه كالدوا..."
Page_V01P636,Page_V01P630,642.9284,94.6482,0.1472,0.0037," 00000000000000000000000000000000
  فرع: لا تسمع الدعوى بدين مؤجل إذ
 لم يتعلق ب..."," 0000000000000000000000000000000
  المراجعة قبل وقوع الضياع ساغ
 التصرف وليس من ..."
Page_V01P039,Page_V01P574,587.2978,84.7215,0.1443,0.013," وأول واجب على الآباء تعليمه أن نبينا محمدا صلى الله
 عليه وسلم بعث بمكة ودفن با..."," الخلق أو البراءة من كل  دين يخالف دين الإسلام فيزيد المشرك كفرت بما كنت
 أشركت ..."
Page_V01P170,Page_V01P142,659.6389,218.5269,0.3313,0.0952," . . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . .
  فخسوف فاست..."," . . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . .
  1414, التر..."
Page_V01P338,Page_V01P332,777.7878,147.1538,0.1892,0.0056," ولو ادعى بيعا والآخر رهنا حلف كل نفيا وحلف مدعي
 صحة.
  العقد وإن لم يسألاه قطع..."," 000000000000000000000000000000000
  أشهد على الفسخ فإن عجز عن
 الإشهاد: لم يلزم..."
Page_V01P482,Page_V01P481,734.5762,109.5506,0.1491,0.0018," 000000000000000000000000000000000
  أما من ليس لها ولي أصلا فتزويجها
 القاضي لغ..."," ولا يقابل بعضها ببعض ويزوجها بغير كفء ولي لا قاض
 برضا كل.
  ثيبا وادعت ذهابها ..."
Page_V01P090,Page_V01P201,707.9224,87.5386,0.1237,0.0021," وخامسها: استقبال القبلة إلا في شدة خوف ونفل سفر
 مباح.
 وعلى ماش إتمام ركوع وسج..."," 5- ودعاء ولو: رحمكم الله في ثانية وشرط فيهما إسماع
 أربعين الأركان
  وتسن بعد ف..."
Page_V01P654,Page_V01P653,631.1458,121.3529,0.1923,0.0107," واستبراء سنة.
  ويشترط أيضا في صحة التوبة عن
 إخراج صلاة أو صوم أو وقتهما قضاؤه..."," وتقبل من فاسق بعد توبة وهي: ندم بإقلاع وعزم أن لا
 يعود وخروج عن ظلامة آدمي,
  ..."
Page_V01P567,Page_V01P568,729.8189,104.5149,0.1432,0.0011," بثلاث سنين.
 ولو عدمت إبل فقيمتها,
  بثلاث سنين على الغني منهم نصف
 دينار والمت..."," والقود للورثة.
  تنبيه [في بيان ما يتعلق بقطع
 الأطراف من وجوب دية كاملة أو نصف..."
Page_V01P181,Page_V01P277,698.1372,97.9783,0.1403,0.0031," واجتماعهما بمكان فإن كانا بمسجد صح الاقتداء ولو كان
 أحدهما فيه والآخر خارجه  ش..."," 0000000000000000000000000000000000
  ينقضي شهر رمضان: فقد أخذ من ليلة
 القدر بح..."
Page_V01P598,Page_V01P597,659.4415,113.3048,0.1718,0.0145," كتشميت عاطس حمد الله تعالى,
  ومؤذن ومقيم بالإشارة وإلا فبعد
 الفراغ أي إن قرب ..."," 000000000000000000000000000000000
  فروع: يسن إرسال السلام للغائب
 ويلزم الرسول..."
Page_V01P449,Page_V01P506,672.3144,88.4545,0.1316,0.0023," ودينة ونسيبة
  فروع يحرم التصريح بخطبة المعتدة
 من غيره رجعية كانت أو بائنا بطل..."," يقع لغير بائن طلاق مكلف ومتعد بسكر
  امرأة غير سيئة الخلق1 وفي الحديث:
 ""المرأة..."
Page_V01P611,Page_V01P421,794.4333,100.8417,0.1269,0.0025," 000000000000000000000000000000000
  باتصال رواته إليه صلى الله عليه
 وسلم ويسمى..."," وبمجهول وبنسب ألحقه بنفسه بشرط إمكان وتصديق مستلحق
 ولو أقر ببيع أو هبة وقبض وإ..."
